sku,catalog_desc,id_product,similar_desc,elastic_score,normalized_score,preco_medio,categoria,marca,cor,atributo_1,atributo_2,atributo_3,atributo_4,atributo_5,atributo_6
7909903272879,ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS,114104643,ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS MARROMLE,39.646362,100.0,1534.96,ESTANTES,GELIUS MOVEIS,MARROM,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,3,NAO INFORMADO
7909903272879,ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS,86589287,ESTANTE HOME PARA TV ATE 85 POLEGADAS COM LED REQUINTE 220CM GELIUS MOVEIS MARROMLEOFF WHITE,33.387657,84.21367135779064,1359.41,ESTANTES,GELIUS MOVEIS,MARROM BRANCO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,220CM,NAO INFORMADO,NAO INFORMADO
7909903272879,ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS,94496216,ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS,31.095695,100.0,1525.7,ESTANTES,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,3,NAO INFORMADO
7909903272879,ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS,95493454,ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS NATURALEOFF WHITE,30.975058,78.12837404854447,1537.46,ESTANTES,NAO INFORMADO,BRANCO,NAO INFORMADO,NAO INFORMADO,SIM,NAO INFORMADO,3,NAO INFORMADO
7909903272879,ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS,113036259,ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN,29.816545,75.20625726012389,1603.68,ESTANTES,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,3,NAO INFORMADO
7909903272879,ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS,126928566,ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS 3 GAVETAS NOBRE CLEAN NATURALEOFF WHITE,29.214846,73.68859215884676,1641.17,ESTANTES,NAO INFORMADO,BRANCO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,3,NAO INFORMADO
7909903272879,ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS,127276627,ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS 3 GAVETAS NOBRE CLEAN,29.110006,73.42415427675306,1437.18,ESTANTES,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,3,NAO INFORMADO
7909903272879,ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS,129786759,ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED REFLECTA 3 PORTAS 100 MDF SOBERANO GELIUS ESTANTE HOME PARA TV ATE 85 POLEGADAS 3 PORTAS LED REFLECTA 260CM SOBERANO GELIUS NATURALEOFF WHITE SV,28.573223,72.07022677137437,1453.19,ESTANTES,NAO INFORMADO,NATURAL BRANCO,NAO INFORMADO,MDF SOBERANO GELIUS,NAO INFORMADO,260CM,NAO INFORMADO,3
7909903272879,ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS,108379170,ESTANTE HOME RIPADA PARA TV ATE 84 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN OFF WHITE,28.395525,71.6220191905628,1479.67,ESTANTES,NAO INFORMADO,BRANCO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,3,NAO INFORMADO
7909903272879,ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS,96625771,RACK COM PAINEL PARA TV ATE 85 POLEGADAS LED 3 GAVETAS COM PES NOBRE CLEAN GELIUS MOVEIS MARROMLEOFF WHITE,28.366428,71.54862784131365,1929.14,RACKS COM PAINEIS,GELIUS MOVEIS,MARROM BRANCO,NAO INFORMADO,NAO INFORMADO,SIM,NAO INFORMADO,3,NAO INFORMADO
