sku;catalog_desc;id_product;similar_desc;elastic_score;normalized_score
7909903075975;GUARDA ROUPA 4 PORTAS 2 GAVETAS LOGAN MAMBEL;81470061;GUARDA ROUPA 4 PORTAS 2 GAVETAS LOGAN MAMBEL;34.885395;100.0
7909903075975;GUARDA ROUPA 4 PORTAS 2 GAVETAS LOGAN MAMBEL;81510147;GUARDA ROUPA 4 PORTAS 2 GAVETAS LOGAN MAMBEL BRANCOOLMO;33.298737;95.45179866818192
7909903075975;GUARDA ROUPA 4 PORTAS 2 GAVETAS LOGAN MAMBEL;113399466;GUARDA ROUPA SOLTEIRO LOGAN 4 PORTAS 2 GAVETAS OLMO MAMBEL;31.85013;91.29932454541506
7909903075975;GUARDA ROUPA 4 PORTAS 2 GAVETAS LOGAN MAMBEL;85097214;GUARDA ROUPA 6 PORTAS 4 GAVETAS LOGAN MAMBEL BRANCOOLMO;31.116312;89.19581389289128
7909903075975;GUARDA ROUPA 4 PORTAS 2 GAVETAS LOGAN MAMBEL;111920548;GUARDA ROUPA SOLTEIRO LOGAN 4 PORTAS 2 GAVETAS BRANCOOLMO ITALIANO MAMBEL;30.522303;87.49306980757993
7909903075975;GUARDA ROUPA 4 PORTAS 2 GAVETAS LOGAN MAMBEL;111528807;GUARDA ROUPA CASAL LOGAN 6 PORTAS 4 GAVETAS OLMO MAMBEL;29.762646;85.31549090959125
7909903075975;GUARDA ROUPA 4 PORTAS 2 GAVETAS LOGAN MAMBEL;113563674;GUARDA ROUPA CASAL LOGAN 6 PORTAS 4 GAVETAS BRANCOOLMO ITALIANO MAMBEL;28.521847;81.75870446643931
7909903075975;GUARDA ROUPA 4 PORTAS 2 GAVETAS LOGAN MAMBEL;114715180;GUARDA ROUPA SOLTEIRO LOGAN 4 PORTAS 2 GAVETAS 100 MDF BRANCOOLMO ITALIANO MAMBEL;28.173235;80.75939802315553
7909903075975;GUARDA ROUPA 4 PORTAS 2 GAVETAS LOGAN MAMBEL;98332568;GUARDA ROUPA 4 PORTAS 2 GAVETAS LOGAN;26.545044;76.09214113814677
7909903075975;GUARDA ROUPA 4 PORTAS 2 GAVETAS LOGAN MAMBEL;125438731;GUARDA ROUPA CASAL LOGAN 6 PORTAS 4 GAVETAS 100 MDF BRANCOOLMO ITALIANO MAMBEL;26.326738;75.46636063601973
