sku;catalog_desc;id_product;similar_desc;elastic_score;normalized_score
7909903272879;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS;94496216;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS;49.80539;100.0
7909903272879;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS;94496217;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS NATURALE;48.224934;96.82673702585201
7909903272879;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS;114104643;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS MARROMLE;48.224934;96.82673702585201
7909903272879;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS;95493454;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS NATURALEOFF WHITE;46.7417;93.84867782382588
7909903272879;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS;113036259;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN;46.313396;92.9887227065183
7909903272879;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS;85385046;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED NOBRE 230CM GELIUS MOVEIS;44.48443;89.31649767223989
7909903272879;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS;127276627;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS 3 GAVETAS NOBRE CLEAN;44.417675;89.1824659941424
7909903272879;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS;128440690;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN NATURALEOFF WHITE;43.27778;86.89376792351189
7909903272879;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS;85788051;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED NOBRE 230CM GELIUS MOVEIS NATURALEOFF WHITE;41.56869;83.46223169821579
7909903272879;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS;126928566;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS 3 GAVETAS NOBRE CLEAN NATURALEOFF WHITE;41.302097;82.92696232275262
