sku;catalog_desc;id_product;similar_desc;elastic_score;normalized_score
7909903272879;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS;94496216;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS;49.80539;100.0
7909903272879;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS;94496217;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS NATURALE;48.224934;96.82673702585201
7909903272879;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS;114104643;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS MARROMLE;48.224934;96.82673702585201
7909903272879;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS;95493454;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS NATURALEOFF WHITE;46.7417;93.84867782382588
7909903272879;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN GELIUS MOVEIS;113036259;ESTANTE HOME RIPADA PARA TV ATE 85 POLEGADAS COM LED 3 GAVETAS NOBRE CLEAN;46.313396;92.9887227065183
7908308742543;GUARDA ROUPA 2 PORTAS 3 GAVETAS AVILA NOVO HORIZONTE;79957542;GUARDA ROUPA 2 PORTAS 3 GAVETAS AVILA NOVO HORIZONTE;35.021587;100.0
7908308742543;GUARDA ROUPA 2 PORTAS 3 GAVETAS AVILA NOVO HORIZONTE;98088030;GUARDA ROUPA 2 PORTAS 3 GAVETAS AVILA NOVO HORIZONTE CUMARU;33.59291;95.92058178288724
7908308742543;GUARDA ROUPA 2 PORTAS 3 GAVETAS AVILA NOVO HORIZONTE;87189471;GUARDA ROUPA 2 PORTAS 3 GAVETAS AVILA NOVO HORIZONTE BRANCO;33.59291;95.92058178288724
7908308742543;GUARDA ROUPA 2 PORTAS 3 GAVETAS AVILA NOVO HORIZONTE;103201784;GUARDA ROUPA 2 PORTAS 3 GAVETAS AVILA NOVO HORIZONTE CUMARU FENDI;32.276234;92.16096917595426
7908308742543;GUARDA ROUPA 2 PORTAS 3 GAVETAS AVILA NOVO HORIZONTE;104989120;GUARDA ROUPA 2 PORTAS 3 GAVETAS AVILA NOVO HORIZONTE CUMARU CINZA;32.276234;92.16096917595426
