sku;catalog_desc;id_product;similar_desc;elastic_score;normalize_score;preco_medio;categoria;marca;cor;atributo_1;atributo_2;atributo_3;atributo_4;atributo_5;atributo_6
GU364BE42XONMOB-556403;COLCHAO CASAL MOLA ENSACADA GULDI MACIO (25X138X188) AZUL E BRANCO;133810660;COLCHAO QUEEN MOLA ENSACADA GULDI ORIGINAL MACIO 25X158X198 AZUL E BRANCO;41.458107;70.75932955119451;1454.93;CAMAS BOX E COLCHOES;NAO INFORMADO;AZUL E BRANCO;25CM X 158CM X 198CM;NAO INFORMADO;SIM;QUEEN;MACIO;NAO INFORMADO
GU364BE42XONMOB-556403;COLCHAO CASAL MOLA ENSACADA GULDI MACIO (25X138X188) AZUL E BRANCO;78973456;COLCHAO VIUVA GULDI MACIO MOLA ENSACADA 25X128X188 BRANCO E AZUL;39.885532;68.07531041185055;1905.67;CAMAS BOX E COLCHOES;NAO INFORMADO;BRANCO E AZUL;25CM X 128CM X 188CM;NAO INFORMADO;SIM;VIUVA;MOLA ENSACADA;NAO INFORMADO
GU364BE42XONMOB-556403;COLCHAO CASAL MOLA ENSACADA GULDI MACIO (25X138X188) AZUL E BRANCO;63900244;CAMA BOX QUEEN COM COLCHAO MOLA ENSACADA GULDI MACIO BRANCO E AZUL;38.84484;66.29909163299286;2088.88;CAMAS BOX E COLCHOES;GULDI;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;SIM;QUEEN;MOLA;NAO INFORMADO
GU364UP30VFHMOB-624276;COLCHAO KING MOLA ENSACADA GULDI FIRME (25X193X203) AZUL E BRANCO;29747688;COLCHAO KING MOLA ENSACADA GULDI FIRME 25X193X203 AZUL E BRANCO;59.84072;100.0;1782.76;CAMAS BOX E COLCHOES;NAO INFORMADO;AZUL E BRANCO;25CM X 193CM X 203CM;NAO INFORMADO;SIM;KING;FIRME;NAO INFORMADO
GU364UP30VFHMOB-624276;COLCHAO KING MOLA ENSACADA GULDI FIRME (25X193X203) AZUL E BRANCO;52013462;COLCHAO KING MOLA ENSACADA GULDI 25X193X203 BRANCO E AZUL;53.32937;89.11886421152686;1569.92;CAMAS BOX E COLCHOES;NAO INFORMADO;BRANCO E AZUL;25CM X 193CM X 203CM;NAO INFORMADO;SIM;KING;NAO INFORMADO;NAO INFORMADO
GU364UP30VFHMOB-624276;COLCHAO KING MOLA ENSACADA GULDI FIRME (25X193X203) AZUL E BRANCO;80077539;COLCHAO KING MOLA ENSACADA GULDI MACIO 25X193X203 E 2 TRAVESSEIROS GULDI NASA VISCOELASTICO AZUL E BRANCO;53.024574;88.60951873573714;2037.01;CAMAS BOX E COLCHOES;GULDI;NAO INFORMADO;25CM X 193CM X 203CM;NAO INFORMADO;SIM;KING;MACIO;NAO INFORMADO
GU364UP30VFHMOB-624276;COLCHAO KING MOLA ENSACADA GULDI FIRME (25X193X203) AZUL E BRANCO;30949148;COLCHAO KING MOLA ENSACADA GULDI MACIO 25X193X203 AZUL E BRANCO;52.270344;87.34912280467213;1850.41;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;NAO INFORMADO;NAO INFORMADO;SIM;KING;MACIO;NAO INFORMADO
GU364UP30VFHMOB-624276;COLCHAO KING MOLA ENSACADA GULDI FIRME (25X193X203) AZUL E BRANCO;29573669;COLCHAO SOLTEIRO KING MOLA ENSACADA GULDI FIRME 25X96X203 AZUL E BRANCO;49.54739;82.798786511927;1478.48;CAMAS BOX E COLCHOES;NAO INFORMADO;AZUL E BRANCO;25CM X 96CM X 203CM;NAO INFORMADO;SIM;SOLTEIRO KING;FIRME;NAO INFORMADO
GU364UP30VFHMOB-624276;COLCHAO KING MOLA ENSACADA GULDI FIRME (25X193X203) AZUL E BRANCO;30128450;COLCHAO CASAL MOLA ENSACADA GULDI FIRME 25X138X188 AZUL E BRANCO;46.145782;77.11434955996519;1916.8;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;NAO INFORMADO;NAO INFORMADO;SIM;CASAL;FIRME;NAO INFORMADO
GU364UP30VFHMOB-624276;COLCHAO KING MOLA ENSACADA GULDI FIRME (25X193X203) AZUL E BRANCO;81067126;COLCHAO QUEEN MOLA ENSACADA GULDI FIRME 25X158X198 E 2 TRAVESSEIROS GULDI NASA VISCOELASTICO AZUL E BRANCO;44.97839;75.16351741757119;1703.01;CAMAS BOX E COLCHOES;GULDI;NAO INFORMADO;25CM X 158CM X 198CM;NAO INFORMADO;SIM;QUEEN;FIRME;NAO INFORMADO
GU364UP30VFHMOB-624276;COLCHAO KING MOLA ENSACADA GULDI FIRME (25X193X203) AZUL E BRANCO;75179045;CAMA BOX KING COM COLCHAO MOLA ENSACADA GULDI FIRME BRANCO E AZUL;44.093674;73.68506595508877;2447.89;CAMAS BOX E COLCHOES;NAO INFORMADO;BRANCO E AZUL;NAO INFORMADO;NAO INFORMADO;SIM;KING;FIRME;NAO INFORMADO
GU364UP30VFHMOB-624276;COLCHAO KING MOLA ENSACADA GULDI FIRME (25X193X203) AZUL E BRANCO;78827412;COLCHAO VIUVA GULDI FIRME MOLA ENSACADA 25X128X188 BRANCO E AZUL;42.709;71.37113323502793;2260.54;CAMAS BOX E COLCHOES;NAO INFORMADO;BRANCO E AZUL;25CM X 128CM X 188CM;NAO INFORMADO;SIM;VIUVA;FIRME;NAO INFORMADO
GU364UP30VFHMOB-624276;COLCHAO KING MOLA ENSACADA GULDI FIRME (25X193X203) AZUL E BRANCO;29635753;COLCHAO QUEEN MOLA ENSACADA GULDI FIRME 25X158X198 AZUL E BRANCO;42.709;71.37113323502793;1745.0;CAMAS BOX E COLCHOES;NAO INFORMADO;AZUL E BRANCO;25CM X 158CM X 198CM;NAO INFORMADO;SIM;QUEEN;FIRME;NAO INFORMADO
GU364BE40XOPMOB-556405;COLCHAO KING MOLA ENSACADA GULDI MACIO (25X193X203) AZUL E BRANCO;30949148;COLCHAO KING MOLA ENSACADA GULDI MACIO 25X193X203 AZUL E BRANCO;62.113937;100.0;1850.41;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;NAO INFORMADO;NAO INFORMADO;SIM;KING;MACIO;NAO INFORMADO
GU364BE40XOPMOB-556405;COLCHAO KING MOLA ENSACADA GULDI MACIO (25X193X203) AZUL E BRANCO;80077539;COLCHAO KING MOLA ENSACADA GULDI MACIO 25X193X203 E 2 TRAVESSEIROS GULDI NASA VISCOELASTICO AZUL E BRANCO;54.712402;88.08393839211962;2037.01;CAMAS BOX E COLCHOES;GULDI;NAO INFORMADO;25CM X 193CM X 203CM;NAO INFORMADO;SIM;KING;MACIO;NAO INFORMADO
GU364BE40XOPMOB-556405;COLCHAO KING MOLA ENSACADA GULDI MACIO (25X193X203) AZUL E BRANCO;28772989;COLCHAO QUEEN MOLA ENSACADA GULDI MACIO 25X158X198 AZUL E BRANCO;49.994095;80.48772532322336;1836.88;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;25CM X 158CM X 198CM;NAO INFORMADO;SIM;QUEEN;MACIO;NAO INFORMADO
GU364BE40XOPMOB-556405;COLCHAO KING MOLA ENSACADA GULDI MACIO (25X193X203) AZUL E BRANCO;52013462;COLCHAO KING MOLA ENSACADA GULDI 25X193X203 BRANCO E AZUL;49.730087;80.0626870584616;1569.92;CAMAS BOX E COLCHOES;NAO INFORMADO;BRANCO E AZUL;25CM X 193CM X 203CM;NAO INFORMADO;SIM;KING;NAO INFORMADO;NAO INFORMADO
GU364BE40XOPMOB-556405;COLCHAO KING MOLA ENSACADA GULDI MACIO (25X193X203) AZUL E BRANCO;29747688;COLCHAO KING MOLA ENSACADA GULDI FIRME 25X193X203 AZUL E BRANCO;48.384563;77.89646790542355;1782.76;CAMAS BOX E COLCHOES;NAO INFORMADO;AZUL E BRANCO;25CM X 193CM X 203CM;NAO INFORMADO;SIM;KING;FIRME;NAO INFORMADO
GU364BE40XOPMOB-556405;COLCHAO KING MOLA ENSACADA GULDI MACIO (25X193X203) AZUL E BRANCO;29889586;COLCHAO CASAL MOLA ENSACADA GULDI MACIO 25X138X188 AZUL E BRANCO;46.657776;75.11643642875188;2094.44;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;25CM X 138CM X 188CM;NAO INFORMADO;SIM;CASAL;MOLA;NAO INFORMADO
GU364BE40XOPMOB-556405;COLCHAO KING MOLA ENSACADA GULDI MACIO (25X193X203) AZUL E BRANCO;79729034;CAMA BOX KING COM COLCHAO MOLA ENSACADA MOLA ENSACADA GULDI MACIO BRANCO E AZUL;45.548103;73.32992432922099;2473.86;CAMAS BOX E COLCHOES;NAO INFORMADO;BRANCO E AZUL;NAO INFORMADO;NAO INFORMADO;SIM;KING;MOLA ENSACADA GULDI MACIO;NAO INFORMADO
GU364BE40XOPMOB-556405;COLCHAO KING MOLA ENSACADA GULDI MACIO (25X193X203) AZUL E BRANCO;104628388;CAMA BOX BAU COM COLCHAO QUEEN MOLA ENSACADA GULDI MACIO AZUL E BRANCO;45.3228;72.96719897178632;2437.37;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;NAO INFORMADO;NAO INFORMADO;SIM;QUEEN;MACIO;NAO INFORMADO
GU364BE40XOPMOB-556405;COLCHAO KING MOLA ENSACADA GULDI MACIO (25X193X203) AZUL E BRANCO;133810660;COLCHAO QUEEN MOLA ENSACADA GULDI ORIGINAL MACIO 25X158X198 AZUL E BRANCO;41.92264;67.49312960149346;1454.93;CAMAS BOX E COLCHOES;NAO INFORMADO;AZUL E BRANCO;25CM X 158CM X 198CM;NAO INFORMADO;SIM;QUEEN;MACIO;NAO INFORMADO
GU364BE40XOPMOB-556405;COLCHAO KING MOLA ENSACADA GULDI MACIO (25X193X203) AZUL E BRANCO;29573669;COLCHAO SOLTEIRO KING MOLA ENSACADA GULDI FIRME 25X96X203 AZUL E BRANCO;40.043785;64.46827706316539;1478.48;CAMAS BOX E COLCHOES;NAO INFORMADO;AZUL E BRANCO;25CM X 96CM X 203CM;NAO INFORMADO;SIM;SOLTEIRO KING;FIRME;NAO INFORMADO
GU364MA70CWRMOB-1076164;COLCHAO QUEEN GULDI DREAM MOLA ENSACADA (30X158X198) CINZA E BRANCO;93194523;COLCHAO QUEEN GULDI DREAM MOLA ENSACADA 30X158X198 CINZA E BRANCO;51.9391;100.0;2288.82;CAMAS BOX E COLCHOES;NAO INFORMADO;CINZA E BRANCO;30CM X 158CM X 198CM;NAO INFORMADO;SIM;QUEEN;NAO INFORMADO;NAO INFORMADO
GU364MA70CWRMOB-1076164;COLCHAO QUEEN GULDI DREAM MOLA ENSACADA (30X158X198) CINZA E BRANCO;106101430; COLCHAO QUEEN GULDI DREAM MOLA ENSACADA 30X158X198 CINZA E BRANCO;51.9391;100.0;1802.84;CAMAS BOX E COLCHOES;NAO INFORMADO;CINZA E BRANCO;30CM X 158CM X 198CM;NAO INFORMADO;SIM;QUEEN;NAO INFORMADO;NAO INFORMADO
GU364MA70CWRMOB-1076164;COLCHAO QUEEN GULDI DREAM MOLA ENSACADA (30X158X198) CINZA E BRANCO;28772989;COLCHAO QUEEN MOLA ENSACADA GULDI MACIO 25X158X198 AZUL E BRANCO;42.173996;81.19893490645775;1836.88;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;25CM X 158CM X 198CM;NAO INFORMADO;SIM;QUEEN;MACIO;NAO INFORMADO
GU364MA70CWRMOB-1076164;COLCHAO QUEEN GULDI DREAM MOLA ENSACADA (30X158X198) CINZA E BRANCO;96562209;COLCHAO VIUVA GULDI DREAM MOLA ENSACADA 30X128X188 CINZA E BRANCO;39.27966;75.62637781555705;1792.6;CAMAS BOX E COLCHOES;NAO INFORMADO;CINZA E BRANCO;30CM X 128CM X 188CM;NAO INFORMADO;SIM;VIUVA;NAO INFORMADO;NAO INFORMADO
GU364MA70CWRMOB-1076164;COLCHAO QUEEN GULDI DREAM MOLA ENSACADA (30X158X198) CINZA E BRANCO;95704281;COLCHAO CASAL GULDI DREAM MOLA ENSACADA 30X138X188 CINZA E BRANCO;39.27966;75.62637781555705;2173.5;CAMAS BOX E COLCHOES;NAO INFORMADO;CINZA E BRANCO;30CM X 138CM X 188CM;NAO INFORMADO;SIM;CASAL;NAO INFORMADO;NAO INFORMADO
GU364MA70CWRMOB-1076164;COLCHAO QUEEN GULDI DREAM MOLA ENSACADA (30X158X198) CINZA E BRANCO;105203524;COLCHAO SOLTEIRO KING GULDI DREAM MOLA ENSACADA 30X96X203 CINZA E BRANCO;38.2676;73.67782653145703;1681.85;CAMAS BOX E COLCHOES;NAO INFORMADO;CINZA E BRANCO;30CM X 96CM X 203CM;NAO INFORMADO;SIM;SOLTEIRO KING GULDI DREAM;NAO INFORMADO;NAO INFORMADO
GU364MA70CWRMOB-1076164;COLCHAO QUEEN GULDI DREAM MOLA ENSACADA (30X158X198) CINZA E BRANCO;104628388;CAMA BOX BAU COM COLCHAO QUEEN MOLA ENSACADA GULDI MACIO AZUL E BRANCO;38.053318;73.26526258637519;2437.37;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;NAO INFORMADO;NAO INFORMADO;SIM;QUEEN;MACIO;NAO INFORMADO
GU364MA70CWRMOB-1076164;COLCHAO QUEEN GULDI DREAM MOLA ENSACADA (30X158X198) CINZA E BRANCO;81067126;COLCHAO QUEEN MOLA ENSACADA GULDI FIRME 25X158X198 E 2 TRAVESSEIROS GULDI NASA VISCOELASTICO AZUL E BRANCO;37.86181;72.89654614731484;1703.01;CAMAS BOX E COLCHOES;GULDI;NAO INFORMADO;25CM X 158CM X 198CM;NAO INFORMADO;SIM;QUEEN;FIRME;NAO INFORMADO
GU364MA70CWRMOB-1076164;COLCHAO QUEEN GULDI DREAM MOLA ENSACADA (30X158X198) CINZA E BRANCO;63900244;CAMA BOX QUEEN COM COLCHAO MOLA ENSACADA GULDI MACIO BRANCO E AZUL;36.52175;70.31648603845657;2088.88;CAMAS BOX E COLCHOES;GULDI;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;SIM;QUEEN;MOLA;NAO INFORMADO
GU364MA70CWRMOB-1076164;COLCHAO QUEEN GULDI DREAM MOLA ENSACADA (30X158X198) CINZA E BRANCO;29889586;COLCHAO CASAL MOLA ENSACADA GULDI MACIO 25X138X188 AZUL E BRANCO;36.23603;69.76638024147512;2094.44;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;25CM X 138CM X 188CM;NAO INFORMADO;SIM;CASAL;MOLA;NAO INFORMADO
GU364UP31VFGMOB-624275;COLCHAO QUEEN MOLA ENSACADA GULDI FIRME (25X158X198) AZUL E BRANCO;81067126;COLCHAO QUEEN MOLA ENSACADA GULDI FIRME 25X158X198 E 2 TRAVESSEIROS GULDI NASA VISCOELASTICO AZUL E BRANCO;57.096226;100.0;1703.01;CAMAS BOX E COLCHOES;GULDI;NAO INFORMADO;25CM X 158CM X 198CM;NAO INFORMADO;SIM;QUEEN;FIRME;NAO INFORMADO
GU364UP31VFGMOB-624275;COLCHAO QUEEN MOLA ENSACADA GULDI FIRME (25X158X198) AZUL E BRANCO;29635753;COLCHAO QUEEN MOLA ENSACADA GULDI FIRME 25X158X198 AZUL E BRANCO;56.83164;99.53659634176171;1745.0;CAMAS BOX E COLCHOES;NAO INFORMADO;AZUL E BRANCO;25CM X 158CM X 198CM;NAO INFORMADO;SIM;QUEEN;FIRME;NAO INFORMADO
GU364UP31VFGMOB-624275;COLCHAO QUEEN MOLA ENSACADA GULDI FIRME (25X158X198) AZUL E BRANCO;28772989;COLCHAO QUEEN MOLA ENSACADA GULDI MACIO 25X158X198 AZUL E BRANCO;56.036884;98.14463744066026;1836.88;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;25CM X 158CM X 198CM;NAO INFORMADO;SIM;QUEEN;MACIO;NAO INFORMADO
GU364UP31VFGMOB-624275;COLCHAO QUEEN MOLA ENSACADA GULDI FIRME (25X158X198) AZUL E BRANCO;133810660;COLCHAO QUEEN MOLA ENSACADA GULDI ORIGINAL MACIO 25X158X198 AZUL E BRANCO;47.768116;83.66247534469265;1454.93;CAMAS BOX E COLCHOES;NAO INFORMADO;AZUL E BRANCO;25CM X 158CM X 198CM;NAO INFORMADO;SIM;QUEEN;MACIO;NAO INFORMADO
GU364UP31VFGMOB-624275;COLCHAO QUEEN MOLA ENSACADA GULDI FIRME (25X158X198) AZUL E BRANCO;30128450;COLCHAO CASAL MOLA ENSACADA GULDI FIRME 25X138X188 AZUL E BRANCO;45.232246;79.22107846497596;1916.8;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;NAO INFORMADO;NAO INFORMADO;SIM;CASAL;FIRME;NAO INFORMADO
GU364UP31VFGMOB-624275;COLCHAO QUEEN MOLA ENSACADA GULDI FIRME (25X158X198) AZUL E BRANCO;78827412;COLCHAO VIUVA GULDI FIRME MOLA ENSACADA 25X128X188 BRANCO E AZUL;41.795464;73.20179796121727;2260.54;CAMAS BOX E COLCHOES;NAO INFORMADO;BRANCO E AZUL;25CM X 128CM X 188CM;NAO INFORMADO;SIM;VIUVA;FIRME;NAO INFORMADO
GU364UP31VFGMOB-624275;COLCHAO QUEEN MOLA ENSACADA GULDI FIRME (25X158X198) AZUL E BRANCO;29747688;COLCHAO KING MOLA ENSACADA GULDI FIRME 25X193X203 AZUL E BRANCO;41.795464;73.20179796121727;1782.76;CAMAS BOX E COLCHOES;NAO INFORMADO;AZUL E BRANCO;25CM X 193CM X 203CM;NAO INFORMADO;SIM;KING;FIRME;NAO INFORMADO
GU364UP31VFGMOB-624275;COLCHAO QUEEN MOLA ENSACADA GULDI FIRME (25X158X198) AZUL E BRANCO;29889586;COLCHAO CASAL MOLA ENSACADA GULDI MACIO 25X138X188 AZUL E BRANCO;41.00071;71.8098425629743;2094.44;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;25CM X 138CM X 188CM;NAO INFORMADO;SIM;CASAL;MOLA;NAO INFORMADO
GU364UP31VFGMOB-624275;COLCHAO QUEEN MOLA ENSACADA GULDI FIRME (25X158X198) AZUL E BRANCO;29573669;COLCHAO SOLTEIRO KING MOLA ENSACADA GULDI FIRME 25X96X203 AZUL E BRANCO;40.799038;71.45662832426088;1478.48;CAMAS BOX E COLCHOES;NAO INFORMADO;AZUL E BRANCO;25CM X 96CM X 203CM;NAO INFORMADO;SIM;SOLTEIRO KING;FIRME;NAO INFORMADO
GU364UP31VFGMOB-624275;COLCHAO QUEEN MOLA ENSACADA GULDI FIRME (25X158X198) AZUL E BRANCO;104628388;CAMA BOX BAU COM COLCHAO QUEEN MOLA ENSACADA GULDI MACIO AZUL E BRANCO;40.68124;71.25031346204914;2437.37;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;NAO INFORMADO;NAO INFORMADO;SIM;QUEEN;MACIO;NAO INFORMADO
GU364BE41XOOMOB-556404;COLCHAO QUEEN MOLA ENSACADA GULDI MACIO (25X158X198) AZUL E BRANCO;28772989;COLCHAO QUEEN MOLA ENSACADA GULDI MACIO 25X158X198 AZUL E BRANCO;62.653538;100.0;1836.88;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;25CM X 158CM X 198CM;NAO INFORMADO;SIM;QUEEN;MACIO;NAO INFORMADO
GU364BE41XOOMOB-556404;COLCHAO QUEEN MOLA ENSACADA GULDI MACIO (25X158X198) AZUL E BRANCO;133810660;COLCHAO QUEEN MOLA ENSACADA GULDI ORIGINAL MACIO 25X158X198 AZUL E BRANCO;54.183044;86.48042190370798;1454.93;CAMAS BOX E COLCHOES;NAO INFORMADO;AZUL E BRANCO;25CM X 158CM X 198CM;NAO INFORMADO;SIM;QUEEN;MACIO;NAO INFORMADO
GU364BE41XOOMOB-556404;COLCHAO QUEEN MOLA ENSACADA GULDI MACIO (25X158X198) AZUL E BRANCO;104628388;CAMA BOX BAU COM COLCHAO QUEEN MOLA ENSACADA GULDI MACIO AZUL E BRANCO;50.876835;81.20345095276184;2437.37;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;NAO INFORMADO;NAO INFORMADO;SIM;QUEEN;MACIO;NAO INFORMADO
GU364BE41XOOMOB-556404;COLCHAO QUEEN MOLA ENSACADA GULDI MACIO (25X158X198) AZUL E BRANCO;30949148;COLCHAO KING MOLA ENSACADA GULDI MACIO 25X193X203 AZUL E BRANCO;48.1325;76.82327532724489;1850.41;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;NAO INFORMADO;NAO INFORMADO;SIM;KING;MACIO;NAO INFORMADO
GU364BE41XOOMOB-556404;COLCHAO QUEEN MOLA ENSACADA GULDI MACIO (25X158X198) AZUL E BRANCO;29635753;COLCHAO QUEEN MOLA ENSACADA GULDI FIRME 25X158X198 AZUL E BRANCO;47.062565;75.11557447881077;1745.0;CAMAS BOX E COLCHOES;NAO INFORMADO;AZUL E BRANCO;25CM X 158CM X 198CM;NAO INFORMADO;SIM;QUEEN;FIRME;NAO INFORMADO
GU364BE41XOOMOB-556404;COLCHAO QUEEN MOLA ENSACADA GULDI MACIO (25X158X198) AZUL E BRANCO;29889586;COLCHAO CASAL MOLA ENSACADA GULDI MACIO 25X138X188 AZUL E BRANCO;46.657776;74.46949923242961;2094.44;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;25CM X 138CM X 188CM;NAO INFORMADO;SIM;CASAL;MOLA;NAO INFORMADO
GU364BE41XOOMOB-556404;COLCHAO QUEEN MOLA ENSACADA GULDI MACIO (25X158X198) AZUL E BRANCO;81067126;COLCHAO QUEEN MOLA ENSACADA GULDI FIRME 25X158X198 E 2 TRAVESSEIROS GULDI NASA VISCOELASTICO AZUL E BRANCO;46.0475;73.49545048836667;1703.01;CAMAS BOX E COLCHOES;GULDI;NAO INFORMADO;25CM X 158CM X 198CM;NAO INFORMADO;SIM;QUEEN;FIRME;NAO INFORMADO
GU364BE41XOOMOB-556404;COLCHAO QUEEN MOLA ENSACADA GULDI MACIO (25X158X198) AZUL E BRANCO;63900244;CAMA BOX QUEEN COM COLCHAO MOLA ENSACADA GULDI MACIO BRANCO E AZUL;44.51728;71.05309839007018;2088.88;CAMAS BOX E COLCHOES;GULDI;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;SIM;QUEEN;MOLA;NAO INFORMADO
GU364BE41XOOMOB-556404;COLCHAO QUEEN MOLA ENSACADA GULDI MACIO (25X158X198) AZUL E BRANCO;80077539;COLCHAO KING MOLA ENSACADA GULDI MACIO 25X193X203 E 2 TRAVESSEIROS GULDI NASA VISCOELASTICO AZUL E BRANCO;42.908253;68.48496408933843;2037.01;CAMAS BOX E COLCHOES;GULDI;NAO INFORMADO;25CM X 193CM X 203CM;NAO INFORMADO;SIM;KING;MACIO;NAO INFORMADO
GU364BE41XOOMOB-556404;COLCHAO QUEEN MOLA ENSACADA GULDI MACIO (25X158X198) AZUL E BRANCO;30128450;COLCHAO CASAL MOLA ENSACADA GULDI FIRME 25X138X188 AZUL E BRANCO;39.60365;63.21055644136171;1916.8;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;NAO INFORMADO;NAO INFORMADO;SIM;CASAL;FIRME;NAO INFORMADO
GU364MA56ECDMOB-1007580;COLCHAO SOLTEIRO GULDI DUPLO PLUS D28 (16X88X188) BRANCO E AZUL;90968557;COLCHAO KING GULDI DUPLO PLUS D28 16X193X203 BRANCO E AZUL;48.459187;100.0;819.17;CAMAS BOX E COLCHOES;GULDI;BRANCO E AZUL;16CM X 193CM X 203CM;D28;NAO INFORMADO;KING;NAO INFORMADO;NAO INFORMADO
GU364MA56ECDMOB-1007580;COLCHAO SOLTEIRO GULDI DUPLO PLUS D28 (16X88X188) BRANCO E AZUL;89898911;COLCHAO VIUVA GULDI DUPLO PLUS D28 16X128X188 BRANCO E AZUL;41.397068;85.42666636153015;983.0;CAMAS BOX E COLCHOES;NAO INFORMADO;BRANCO E AZUL;16CM X 128CM X 188CM;D28;NAO INFORMADO;VIUVA;NAO INFORMADO;NAO INFORMADO
GU364MA56ECDMOB-1007580;COLCHAO SOLTEIRO GULDI DUPLO PLUS D28 (16X88X188) BRANCO E AZUL;114536744;CAMA BOX BAU COM COLCHAO CASAL GULDI DUPLO PLUS D28 AZUL E BRANCO;36.707405;75.74911440425115;1332.92;CAMAS BOX E COLCHOES;NAO INFORMADO;AZUL E BRANCO;NAO INFORMADO;D28;NAO INFORMADO;CASAL GULDI DUPLO PLUS;NAO INFORMADO;NAO INFORMADO
GU364MA56ECDMOB-1007580;COLCHAO SOLTEIRO GULDI DUPLO PLUS D28 (16X88X188) BRANCO E AZUL;111869797;CAMA BOX BAU COM COLCHAO QUEEN GULDI DUPLO PLUS D28 AZUL E BRANCO;36.707405;75.74911440425115;1744.92;CAMAS BOX E COLCHOES;NAO INFORMADO;AZUL E BRANCO;NAO INFORMADO;D28;NAO INFORMADO;QUEEN;NAO INFORMADO;NAO INFORMADO
GU364MA56ECDMOB-1007580;COLCHAO SOLTEIRO GULDI DUPLO PLUS D28 (16X88X188) BRANCO E AZUL;115902169;CAMA BOX VIUVA COM COLCHAO GULDI DUPLO PLUS D28 BRANCA E AZUL;34.75059;71.71104624598841;1138.75;CAMAS BOX E COLCHOES;NAO INFORMADO;BRANCA E AZUL;NAO INFORMADO;D28;NAO INFORMADO;VIUVA;NAO INFORMADO;NAO INFORMADO
GU364MA56ECDMOB-1007580;COLCHAO SOLTEIRO GULDI DUPLO PLUS D28 (16X88X188) BRANCO E AZUL;28772989;COLCHAO QUEEN MOLA ENSACADA GULDI MACIO 25X158X198 AZUL E BRANCO;32.573368;67.21814792311724;1836.88;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;25CM X 158CM X 198CM;NAO INFORMADO;SIM;QUEEN;MACIO;NAO INFORMADO
GU364MA56ECDMOB-1007580;COLCHAO SOLTEIRO GULDI DUPLO PLUS D28 (16X88X188) BRANCO E AZUL;29889586;COLCHAO CASAL MOLA ENSACADA GULDI MACIO 25X138X188 AZUL E BRANCO;32.573368;67.21814792311724;2094.44;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;25CM X 138CM X 188CM;NAO INFORMADO;SIM;CASAL;MOLA;NAO INFORMADO
GU364MA56ECDMOB-1007580;COLCHAO SOLTEIRO GULDI DUPLO PLUS D28 (16X88X188) BRANCO E AZUL;30128450;COLCHAO CASAL MOLA ENSACADA GULDI FIRME 25X138X188 AZUL E BRANCO;30.711773;63.376575013526335;1916.8;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;NAO INFORMADO;NAO INFORMADO;SIM;CASAL;FIRME;NAO INFORMADO
GU364MA56ECDMOB-1007580;COLCHAO SOLTEIRO GULDI DUPLO PLUS D28 (16X88X188) BRANCO E AZUL;30949148;COLCHAO KING MOLA ENSACADA GULDI MACIO 25X193X203 AZUL E BRANCO;30.711773;63.376575013526335;1850.41;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;NAO INFORMADO;NAO INFORMADO;SIM;KING;MACIO;NAO INFORMADO
GU364MA56ECDMOB-1007580;COLCHAO SOLTEIRO GULDI DUPLO PLUS D28 (16X88X188) BRANCO E AZUL;104628388;CAMA BOX BAU COM COLCHAO QUEEN MOLA ENSACADA GULDI MACIO AZUL E BRANCO;29.311214;60.48639239449064;2437.37;CAMAS BOX E COLCHOES;GULDI;AZUL E BRANCO;NAO INFORMADO;NAO INFORMADO;SIM;QUEEN;MACIO;NAO INFORMADO
MO173MA08GZBMOB-1009526;COLCHAO SOLTEIRO HOWIE ESPUMA D33 (17X78X188) BRANCO;91168511; COLCHAO SOLTEIRO HOWIE ESPUMA D33 17X78X188 BRANCO;39.995167;100.0;165.15;CAMAS BOX E COLCHOES;NAO INFORMADO;BRANCO;17CM X 78CM X 188CM;D33;NAO INFORMADO;SOLTEIRO;NAO INFORMADO;NAO INFORMADO
