catalog_sku,id_product,catalog_desc,similar_desc,catalog_preco_medio,preco_medio,catalog_categoria,categoria,catalog_marca,marca,catalog_cor,cor,catalog_atributo_1,atributo_1,catalog_atributo_2,atributo_2,catalog_atributo_3,atributo_3,catalog_atributo_4,atributo_4,catalog_atributo_5,atributo_5,catalog_atributo_6,atributo_6
7898602824031,32939830,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER FLORIDA ESPRESSO MOVEIS,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER FLORIDA ESPRESSO MOVEIS MALBEC,1029.98,1108.85,GUARDA-ROUPAS,GUARDA ROUPAS,sallêto móveis,MOVEIS MALBEC,marrom branco,MARROM,sim,SIM,mdf/mdp,NAO INFORMADO,não informado,NAO INFORMADO,"208 cm x 185,5 cm x 47 cm",NAO INFORMADO,4,NAO INFORMADO,3,3
7898602824031,32939836,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER FLORIDA ESPRESSO MOVEIS,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER LOTSE ESPRESSO MOVEIS,1029.98,1123.38,GUARDA-ROUPAS,GUARDA ROUPAS,sallêto móveis,MOVEIS,marrom branco,MARROM,sim,SIM,mdf/mdp,NAO INFORMADO,não informado,NAO INFORMADO,"208 cm x 185,5 cm x 47 cm",NAO INFORMADO,4,NAO INFORMADO,3,3
7898602824031,38208872,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER FLORIDA ESPRESSO MOVEIS,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER 4 GAVETAS BARCELONA ESPRESSO MOVEIS BRANCO,1029.98,1525.42,GUARDA-ROUPAS,GUARDA ROUPAS,sallêto móveis,MOVEIS BRANCO,marrom branco,MARROM,sim,SIM,mdf/mdp,NAO INFORMADO,não informado,NAO INFORMADO,"208 cm x 185,5 cm x 47 cm",NAO INFORMADO,4,4,3,3
7898602824031,59899888,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER FLORIDA ESPRESSO MOVEIS,GUARDA ROUPA CASAL 3 PORTAS DE CORRER COM ESPELHO MARECHAL GOLD ESPRESSO MOVEIS,1029.98,1356.88,GUARDA-ROUPAS,GUARDA ROUPAS,sallêto móveis,MOVEIS,marrom branco,MARROM,sim,SIM,mdf/mdp,NAO INFORMADO,não informado,NAO INFORMADO,"208 cm x 185,5 cm x 47 cm",NAO INFORMADO,4,NAO INFORMADO,3,3
7898602824031,69578910,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER FLORIDA ESPRESSO MOVEIS,GUARDA ROUPA CASAL 3 PORTAS COM ESPELHO CENTRAL E 4 GAVETAS COSTA RICA SALLETO MOVEIS BRANCO,1029.98,950.9,GUARDA-ROUPAS,GUARDA ROUPAS,sallêto móveis,SALLETO MOVEIS,marrom branco,BRANCO,sim,SIM,mdf/mdp,NAO INFORMADO,não informado,NAO INFORMADO,"208 cm x 185,5 cm x 47 cm",NAO INFORMADO,4,4,3,3
7898602824031,88767915,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER FLORIDA ESPRESSO MOVEIS,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER 4 GAVETAS LOTSE ESPRESSO MOVEIS,1029.98,1121.44,GUARDA-ROUPAS,GUARDA ROUPAS,sallêto móveis,MOVEIS,marrom branco,MARROM,sim,SIM,mdf/mdp,NAO INFORMADO,não informado,NAO INFORMADO,"208 cm x 185,5 cm x 47 cm",NAO INFORMADO,4,4,3,3
7898602824031,90091166,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER FLORIDA ESPRESSO MOVEIS,GUARDA ROUPA CASAL 3 PORTAS COM ESPELHO 4 GAVETAS COSTA RICA SALLETO MOVEIS CINAMOMOOFF,1029.98,1039.23,GUARDA-ROUPAS,GUARDA ROUPAS,sallêto móveis,SALLETO MOVEIS,marrom branco,MARROM BRANCO,sim,SIM,mdf/mdp,NAO INFORMADO,não informado,NAO INFORMADO,"208 cm x 185,5 cm x 47 cm",NAO INFORMADO,4,4,3,3
7898602824031,91550617,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER FLORIDA ESPRESSO MOVEIS,GUARDA ROUPA CASAL 3 PORTAS COM ESPELHO E 4 GAVETAS COSTA RICA SALLETO MOVEIS CINAMOMO,1029.98,934.43,GUARDA-ROUPAS,GUARDA ROUPAS,sallêto móveis,SALLETO MOVEIS,marrom branco,MARROM,sim,SIM,mdf/mdp,NAO INFORMADO,não informado,NAO INFORMADO,"208 cm x 185,5 cm x 47 cm",NAO INFORMADO,4,4,3,3
7898602824031,93866700,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER FLORIDA ESPRESSO MOVEIS,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS 4 GAVETAS PEQUIM SALLETO MOVEIS BRANCO,1029.98,1355.18,GUARDA-ROUPAS,GUARDA ROUPAS,sallêto móveis,SALLETO MOVEIS,marrom branco,BRANCO,sim,SIM,mdf/mdp,NAO INFORMADO,não informado,NAO INFORMADO,"208 cm x 185,5 cm x 47 cm",NAO INFORMADO,4,4,3,3
7898602824031,110995240,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER FLORIDA ESPRESSO MOVEIS,GUARDA ROUPA CASAL FLORIDA 3 PORTAS DE CORRER COM ESPELHO 3 GAVETAS CINAMOMO PANORAMA MOVEIS,1029.98,1225.16,GUARDA-ROUPAS,GUARDA ROUPAS,sallêto móveis,PANORAMA MOVEIS,marrom branco,MARROM,sim,SIM,mdf/mdp,NAO INFORMADO,não informado,NAO INFORMADO,"208 cm x 185,5 cm x 47 cm",NAO INFORMADO,4,3,3,3
7898602825663,32939837,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PREMIUM ESPRESSO MOVEIS,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER LOTSE ESPRESSO MOVEIS BRANCO,1407.02,1219.07,GUARDA-ROUPAS,GUARDA ROUPAS,não informado,MOVEIS BRANCO,não informado,NAO INFORMADO,não informado,SIM,não informado,ESPRESSO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,3
7898602825663,48186861,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PREMIUM ESPRESSO MOVEIS,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PREMIUM ESPRESSO MOVEIS,1407.02,1251.75,GUARDA-ROUPAS,GUARDA ROUPAS,não informado,NAO INFORMADO,não informado,MARROM,não informado,SIM,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,3
7898602825663,49424594,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PREMIUM ESPRESSO MOVEIS,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PREMIUM ESPRESSO MOVEIS BRANCO,1407.02,1423.02,GUARDA-ROUPAS,GUARDA ROUPAS,não informado,NAO INFORMADO,não informado,MARROM,não informado,SIM,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,3
7898602825663,55762848,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PREMIUM ESPRESSO MOVEIS,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PLUS ESPRESSO MOVEIS,1407.02,1295.34,GUARDA-ROUPAS,GUARDA ROUPAS,não informado,NAO INFORMADO,não informado,MARROM,não informado,SIM,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,3
7898602825663,60406325,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PREMIUM ESPRESSO MOVEIS,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PLUS ESPRESSO,1407.02,1341.69,GUARDA-ROUPAS,GUARDA ROUPAS,não informado,NAO INFORMADO,não informado,MARROM,não informado,SIM,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,3
7898602825663,77075312,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PREMIUM ESPRESSO MOVEIS,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PREMIUM ESPRESSO MOVEIS DEMOLICAO,1407.02,1476.84,GUARDA-ROUPAS,GUARDA ROUPAS,não informado,NAO INFORMADO,não informado,MARROM,não informado,SIM,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,3
7898602825663,89847928,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PREMIUM ESPRESSO MOVEIS,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PLUS ESPRESSO MOVEIS DEMOLICAO BRANCO,1407.02,1410.87,GUARDA-ROUPAS,GUARDA ROUPAS,não informado,NAO INFORMADO,não informado,MARROM,não informado,SIM,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,3
